row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
83,putative biofilm synthesis protein,0.3890323042869568,84,completed,,non_amr_virulence,0.93,"[""biofilm synthesis""]","Biofilm synthesis is generally a virulence/colonization trait rather than an antibiotic resistance mechanism. The annotation does not mention resistance, antibiotic efflux, target protection, or drug modification.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
84,cell wall-active antibiotics response protein LiaF,0.3888157904148102,85,completed,,antibiotic_resistance,0.97,"[""cell wall-active antibiotics"",""response protein"",""LiaF""]","LiaF is part of the LiaFSR cell envelope stress response system and is associated with resistance/tolerance to cell wall-active antibiotics, so this is an AMR-related annotation.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
85,cryptic aminoglycoside resistance gene,0.3875143527984619,86,completed,,antibiotic_resistance,0.98,"[""aminoglycoside resistance gene"",""cryptic""]","The annotation explicitly states aminoglycoside resistance, which is an antibiotic resistance function. ""Cryptic"" suggests the gene may be silent or not always expressed, but it still denotes an AMR-associated gene.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
86,fosfomycin resistance protein FosB,0.3872150778770447,87,completed,,antibiotic_resistance,0.99,"[""fosfomycin"",""resistance protein"",""FosB""]","FosB is a well-known fosfomycin resistance enzyme/protein that inactivates the antibiotic, so this annotation is clearly AMR.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
87,multidrug resistance protein,0.3864152729511261,88,completed,,antibiotic_resistance,0.99,"[""multidrug resistance"",""resistance protein""]","The annotation explicitly indicates a multidrug resistance protein, which is a classic AMR-related factor typically involved in antibiotic efflux or resistance.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
88,tetracycline resistance protein (plasmid),0.38634932041168213,89,completed,,antibiotic_resistance,0.99,"[""tetracycline resistance"",""resistance protein"",""plasmid""]","Explicitly annotated as a tetracycline resistance protein, which is a classic antibiotic resistance function. The plasmid context further supports acquired AMR.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
89,tetracycline resistance efflux system leader peptide,0.3860887289047241,90,completed,,antibiotic_resistance,0.97,"[""tetracycline resistance"",""efflux system""]","The annotation explicitly mentions tetracycline resistance and an efflux system, both strongly indicative of an AMR-associated component.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
90,putative albicidin resistance protein,0.38524129986763,91,completed,,antibiotic_resistance,0.97,"[""albicidin"",""resistance protein""]","Albicidin is an antibiotic, and a protein annotated as an albicidin resistance protein is directly describing resistance to an antimicrobial compound.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
91,bacitracin resistance ABC transporter ATP-binding subunit BcrA,0.3849155902862549,92,completed,,antibiotic_resistance,0.99,"[""bacitracin resistance"",""ABC transporter"",""BcrA""]","This annotation explicitly states bacitracin resistance and names BcrA, an ABC transporter ATP-binding subunit known to mediate antibiotic resistance.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
92,tetracycline resistance leader peptide,0.3828877806663513,93,completed,,antibiotic_resistance,0.98,"[""tetracycline resistance"",""leader peptide""]","The annotation explicitly states tetracycline resistance, which is an antibiotic resistance phenotype. A leader peptide in this context is typically part of a tetracycline resistance regulation system.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
93,chloramphenicol resistance permease RarD,0.38245341181755066,94,completed,,antibiotic_resistance,0.98,"[""chloramphenicol resistance"",""resistance permease"",""RarD""]","The annotation explicitly states chloramphenicol resistance and identifies a permease associated with resistance, which fits antibiotic resistance.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
94,plasmid maintenance system antidote protein,0.38182786107063293,95,completed,,non_amr_transport,0.94,"[""plasmid maintenance"",""antidote protein""]","This refers to a plasmid maintenance/addiction system antidote, which functions in plasmid stability rather than antimicrobial resistance. It is not an antibiotic resistance enzyme, target modifier, or resistance-specific efflux/transport protein.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
95,mupirocin-resistant isoleucine--tRNA ligase,0.38172703981399536,96,completed,,antibiotic_resistance,0.99,"[""mupirocin-resistant"",""isoleucine--tRNA ligase""]","The annotation explicitly states mupirocin resistance. Isoleucine--tRNA ligase is the target of mupirocin, so a resistant form of this enzyme is an antibiotic resistance determinant.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
96,multidrug resistance protein B,0.38116610050201416,97,completed,,antibiotic_resistance,0.93,"[""multidrug resistance"",""resistance protein""]","The annotation explicitly describes a multidrug resistance protein, which is characteristic of AMR-related efflux/resistance systems rather than general transport.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
97,MULTISPECIES: antibiotic resistance protein VanZ,0.3808756470680237,98,completed,,antibiotic_resistance,0.98,"[""antibiotic resistance protein"",""VanZ""]","VanZ is explicitly labeled as an antibiotic resistance protein, which fits AMR.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
98,fosfomycin resistance protein FosM2,0.3808217942714691,99,completed,,antibiotic_resistance,0.99,"[""fosfomycin resistance"",""resistance protein"",""FosM2""]","Explicitly labeled as a fosfomycin resistance protein; fosfomycin is an antibiotic, so this is an AMR annotation.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
99,putative multidrug resistance efflux pump,0.3807692229747772,100,completed,,antibiotic_resistance,0.98,"[""multidrug resistance"",""efflux pump""]","This annotation explicitly describes a multidrug resistance efflux pump, which is a classic AMR mechanism involved in exporting antibiotics or toxic compounds out of the cell.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
100,"transcriptional regulator (GntR family, cell wall antibiotics)",0.3805984556674957,101,completed,,antibiotic_resistance,0.87,"[""GntR family"",""cell wall antibiotics"",""transcriptional regulator""]","The annotation links a GntR-family transcriptional regulator to cell wall antibiotics, which strongly suggests regulation of an antibiotic resistance response rather than general metabolism or virulence.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
101,tetracycline resistance ribosomal protection protein Tet(O),0.3805856704711914,102,completed,,antibiotic_resistance,0.99,"[""tetracycline resistance"",""ribosomal protection protein"",""Tet(O)""]","Tet(O) is a well-known tetracycline resistance factor that protects the ribosome from tetracycline action, so this is clearly an AMR annotation.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
102,quinolone resistance protein NorA,0.3805628716945648,103,completed,,antibiotic_resistance,0.98,"[""quinolone resistance"",""NorA""]","NorA is a well-known multidrug/quinolone efflux pump associated with antibiotic resistance, specifically resistance to quinolones.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
103,"bacitracin resistance undecaprenyl-diphosphatase, partial",0.380357950925827,104,completed,,antibiotic_resistance,0.98,"[""bacitracin resistance"",""undecaprenyl-diphosphatase""]",The annotation explicitly states bacitracin resistance and encodes a known resistance-associated undecaprenyl-diphosphatase involved in bacitracin resistance.,,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
104,phage resistance protein,0.38035067915916443,105,completed,,unknown,0.74,"[""phage resistance protein""]","This annotation indicates resistance to bacteriophages, not antimicrobial agents. It is therefore not AMR under the provided definition.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
105,tetracycline resistance ribosomal protection protein Tet(T),0.37908729910850525,106,completed,,antibiotic_resistance,0.99,"[""tetracycline resistance"",""ribosomal protection protein"",""Tet(T)""]","This annotation explicitly describes a tetracycline resistance protein and a ribosomal protection mechanism, which is a known AMR strategy that protects the ribosome from tetracycline action.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
106,aminoglycoside/hydroxyurea antibiotic resistance kinase,0.37867170572280884,107,completed,,antibiotic_resistance,0.98,"[""aminoglycoside"",""antibiotic resistance kinase"",""resistance""]","The annotation explicitly describes an antibiotic resistance kinase and includes aminoglycoside, a classic antibiotic class. This strongly indicates an AMR protein rather than biosynthesis, transport, or virulence.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
107,penicillinase repressor,0.37846773862838745,108,completed,,antibiotic_resistance,0.98,"[""penicillinase"",""repressor""]",Penicillinase is a beta-lactamase associated with penicillin resistance; a repressor of penicillinase expression is directly involved in antibiotic resistance regulation.,,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
108,MULTISPECIES: multiple antibiotic resistance protein MarB,0.377174973487854,109,completed,,antibiotic_resistance,0.98,"[""multiple antibiotic resistance protein"",""MarB""]","The annotation explicitly names a multiple antibiotic resistance protein (MarB), which is directly associated with antibiotic resistance.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
109,antibiotic ABC transporter permease,0.3770579695701599,110,completed,,antibiotic_resistance,0.83,"[""antibiotic ABC transporter"",""permease""]","The annotation explicitly mentions an antibiotic ABC transporter, which is commonly associated with antibiotic efflux/import linked to resistance. Although 'permease' is a transport component and can be somewhat generic, the antibiotic-specific wording makes it likely AMR-related.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
110,amikacin resistance N-acetyltransferase Eis2,0.37626704573631287,111,completed,,antibiotic_resistance,0.98,"[""amikacin resistance"",""N-acetyltransferase"",""Eis2""]","The annotation explicitly states amikacin resistance and identifies Eis2, an aminoglycoside N-acetyltransferase associated with antibiotic resistance via drug modification.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
111,cell wall-active antibiotics response protein VraT,0.37514781951904297,112,completed,,antibiotic_resistance,0.88,"[""cell wall-active antibiotics response"",""antibiotics response protein"",""VraT""]","The annotation explicitly links the protein to response against cell wall-active antibiotics, which is an antibiotic resistance-related function rather than general transport or metabolism.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
112,antimicrobial peptide transport ABC transporter permease,0.37479931116104126,113,completed,,antibiotic_resistance,0.92,"[""antimicrobial peptide"",""transport"",""ABC transporter permease""]","The annotation explicitly mentions antimicrobial peptide transport via an ABC transporter permease, which is commonly associated with resistance/export of antimicrobial peptides and fits AMR-related transport.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
113,multidrug resistance protein EmrB,0.3743070960044861,114,completed,,antibiotic_resistance,0.98,"[""multidrug resistance"",""EmrB""]",EmrB is a well-known multidrug resistance efflux pump component associated with antibiotic resistance.,,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
114,tetracycline resistance ribosomal protection protein Tet(Q),0.37398049235343933,115,completed,,antibiotic_resistance,0.99,"[""tetracycline resistance"",""ribosomal protection protein"",""Tet(Q)""]","This annotation explicitly states tetracycline resistance and identifies Tet(Q), a known ribosomal protection protein that protects the ribosome from tetracycline action.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
115,aminoglycoside response regulator,0.3738705813884735,116,completed,,antibiotic_resistance,0.79,"[""aminoglycoside"",""response regulator""]","The annotation explicitly mentions aminoglycoside, which is an antibiotic class, and a response regulator likely involved in resistance or adaptive response to that antibiotic. This is best classified as AMR rather than generic transport or unrelated metabolism.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
116,phage antirepressor Ant,0.37346935272216797,117,completed,,non_amr_virulence,0.95,"[""phage antirepressor"",""Ant""]","This refers to a phage antirepressor involved in phage gene regulation, not an antibiotic resistance mechanism. It is associated with phage biology/virulence rather than AMR.",,0,2026-04-17T00:12:12.700Z,2026-04-17T00:12:12.700Z
