annotation,is_amr,category,confidence,evidence_terms,reason,row_idx
transcriptional regulator of autolysin genes (biofilm formation),,non_amr_virulence,,,,393
plasmid stabilization system toxin protein,,ambiguous,,,,394
peptidoglycan biosynthesis protein,,non_amr_virulence,,,,395
arsenic resistance permease,,non_amr_metal_resistance,,,,396
transcriptional regulator of bacillaene synthesis operon,,non_amr_antibiotic_biosynthesis,,,,397
vancomycin resistance histidine kinase VanS,,antibiotic_resistance,,,,398
aeruginoside biosynthesis non-ribosomal peptide synthetase AerG,,non_amr_antibiotic_biosynthesis,,,,399
MULTISPECIES: cell wall-active antibiotics response protein VraT,,antibiotic_resistance,,,,400
MULTISPECIES: FosB/FosD family fosfomycin resistance bacillithiol transferase,,antibiotic_resistance,,,,401
MULTISPECIES: biofilm peroxide resistance protein BsmA,,non_amr_virulence,,,,402
toxin biosynthesis protein,,non_amr_virulence,,,,403
lantibiotic nisin-A,,non_amr_antibiotic_biosynthesis,,,,404
bacteriophage CI repressor,,non_amr_virulence,,,,405
multidrug efflux system,,antibiotic_resistance,,,,406
"heterocycloanthracin/sonorensin family bacteriocin, partial",,non_amr_virulence,,,,407
invasion plasmid antigen,,non_amr_virulence,,,,408
linear gramicidin non-ribosomal peptide synthetase LgrC,,non_amr_antibiotic_biosynthesis,,,,409
penicillin-binding protein 3,,antibiotic_resistance,,,,410
multidrug resistance outer membrane protein MdtQ,,antibiotic_resistance,,,,411
modulator of protein tyrosine kinase EpsB involved in biofilm matrix formation,,non_amr_virulence,,,,412
protein antiactivator of flagellar biosynthesis,,non_amr_virulence,,,,413
linear gramicidin non-ribosomal peptide synthetase LgrB,,non_amr_antibiotic_biosynthesis,,,,414
putative proofreading thioesterase in bacillibactin biosynthesis,,non_amr_antibiotic_biosynthesis,,,,415
subtilosin A family bacteriocin,,non_amr_antibiotic_biosynthesis,,,,416
arsenic resistance protein ArsB,,non_amr_metal_resistance,,,,417
MULTISPECIES: FosB family fosfomycin resistance bacillithiol transferase,,antibiotic_resistance,,,,418
FosBx1 family fosfomycin resistance bacillithiol transferase,,antibiotic_resistance,,,,419
biofilm architecture maintenance protein MbaA,,non_amr_virulence,,,,420
penicillin V amidase,,non_amr_antibiotic_biosynthesis,,,,421
"phage antirepressor, partial",,non_amr_virulence,,,,422
small Multidrug Resistance family protein,,antibiotic_resistance,,,,423
antitoxin of toxin-antitoxin system,,non_amr_virulence,,,,424
MULTISPECIES: peptidoglycan synthetase,,unknown,,,,425
penicillin-binding protein 2,,antibiotic_resistance,,,,426
vancomycin resistance histidine kinase VanS-D,,antibiotic_resistance,,,,427
MULTISPECIES: bacitracin resistance undecaprenyl-diphosphatase BcrC,,antibiotic_resistance,,,,428
zinc resistance protein,,non_amr_metal_resistance,,,,429
MULTISPECIES: bacitracin resistance transcriptional activator BcrR,,antibiotic_resistance,,,,430
MULTISPECIES: tetracycline resistance transcriptional repressor TetR,,antibiotic_resistance,,,,431
quorum-sensing-regulated virulence factor family protein,,non_amr_virulence,,,,432
garvicin Q family class II bacteriocin,,non_amr_virulence,,,,433
biofilm formation regulator BacA,,non_amr_virulence,,,,434
MULTISPECIES: bacitracin resistance undecaprenyl-diphosphatase BcrD,,antibiotic_resistance,,,,435
arsinothricin resistance N-acetyltransferase ArsN1 family A,,antibiotic_resistance,,,,436
MULTISPECIES: biofilm-dependent modulation protein,,non_amr_virulence,,,,437
non-ribosomal peptide synthetase,,non_amr_antibiotic_biosynthesis,,,,438
MULTISPECIES: metal resistance protein,,non_amr_metal_resistance,,,,439
membrane-anchored mycosin MycP,,non_amr_virulence,,,,440
vancomycin resistance histidine kinase VanS-F,,antibiotic_resistance,,,,441
ciprofloxacin tolerance protein AciT,,antibiotic_resistance,,,,442
multidrug resistance protein membrane translocase,,antibiotic_resistance,,,,443
"MULTISPECIES: tetracycline resistance protein, partial",,antibiotic_resistance,,,,444
multidrug resistance protein (efflux pump/antiporter),,antibiotic_resistance,,,,445
"arsenical resistance protein ArsH, partial",,non_amr_metal_resistance,,,,446
multidrug resistance ABC transporter ATP-binding protein/permease BmrA,,antibiotic_resistance,,,,447
putative chloramphenicol and florfenicol resistance protein (CmlA) (plasmid),,antibiotic_resistance,,,,448
virulence promoting factor,,non_amr_virulence,,,,449
biofilm formation regulatory protein BssS,,non_amr_virulence,,,,450
MULTISPECIES: penicillinase repressor,,antibiotic_resistance,,,,451
linear gramicidin non-ribosomal peptide synthetase LgrD,,non_amr_antibiotic_biosynthesis,,,,452
MULTISPECIES: fosfomycin resistance bacillithiol transferase FosB2,,antibiotic_resistance,,,,453
class II bacteriocin,,non_amr_virulence,,,,454
bicyclomycin resistance protein (Sulfonamide resistance protein),,antibiotic_resistance,,,,455
colicin M resistance protein,,antibiotic_resistance,,,,456
amonabactin biosynthesis protein AmoA,,non_amr_antibiotic_biosynthesis,,,,457
penicillinase repressor BlaI,,antibiotic_resistance,,,,458
MULTISPECIES: tetracycline resistance determinant leader peptide,,antibiotic_resistance,,,,459
bacilliredoxin involved in debacillithiolation,,unknown,,,,460
MULTISPECIES: fosmidomycin resistance protein,,antibiotic_resistance,,,,461
multidrug efflux system subunit B,,antibiotic_resistance,,,,462
MULTISPECIES: antilisterial bacteriocin subtilosin biosynthesis protein AlbB,,non_amr_antibiotic_biosynthesis,,,,463
MULTISPECIES: TipAS antibiotic-recognition domain-containing protein,,antibiotic_resistance,,,,464
antitoxin,,unknown,,,,465
flagellar biosynthesis repressor flbT,,non_amr_virulence,,,,466
syringomycin E biosynthesis non-ribosomal peptide synthetase SyrE,,non_amr_antibiotic_biosynthesis,,,,467
macrolide ABC transporter ATP-binding protein,,antibiotic_resistance,,,,468
plasmid maintenance system killer,,non_amr_virulence,,,,469
copper resistance protein A,,non_amr_metal_resistance,,,,470
beta-lactamase induction protein,,antibiotic_resistance,,,,471
MULTISPECIES: phage antirepressor Ant,,non_amr_virulence,,,,472
TipAS antibiotic-recognition domain-containing protein,,ambiguous,,,,473
bifunctional aminoglycoside phosphotransferase/ATP-binding protein,,antibiotic_resistance,,,,474
MULTISPECIES: antimicrobial peptide LCI,,antibiotic_resistance,,,,475
toxin-antitoxin system subunit antitoxin,,non_amr_virulence,,,,476
"T6SS effector antibacterial DNase, partial",,non_amr_virulence,,,,477
putative polysaccharide pyruvyl transferase involved in biofilm matrix formation,,non_amr_virulence,,,,478
phage antirepressor N-terminal domain-containing protein,,unknown,,,,479
MULTISPECIES: mupirocin-resistant isoleucine--tRNA ligase,,antibiotic_resistance,,,,480
macrolide ABC transporter ATP-binding protein/permease MacB,,antibiotic_resistance,,,,481
bacillolysin,,non_amr_virulence,,,,482
copper resistance system multicopper oxidase,,non_amr_metal_resistance,,,,483
copper resistance protein,,non_amr_metal_resistance,,,,484
metal resistance protein,,non_amr_metal_resistance,,,,485
putative glycosyltransferase associated to biofilm formation,,non_amr_virulence,,,,486
MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(S),,antibiotic_resistance,,,,487
undecaprenyl pyrophosphate phosphatase (bacitracin resistance),,antibiotic_resistance,,,,488
MULTISPECIES: carbapenem biosynthesis protein CarD,,non_amr_antibiotic_biosynthesis,,,,489
biofilm regulation protein kinase SiaB,,non_amr_virulence,,,,490
flagellar biosynthesis anti-sigma factor FlgM,,non_amr_virulence,,,,491
"MiAMP1 family antimicrobial peptide, partial",,antibiotic_resistance,,,,492
tellurite resistance ADP-ribose pyrophosphatase TrgB,,non_amr_metal_resistance,,,,493
drug resistance transporter,,antibiotic_resistance,,,,494
MULTISPECIES: carbapenem self-resistance protein CarG family protein,,antibiotic_resistance,,,,495
thiazolylpeptide-type bacteriocin,,non_amr_antibiotic_biosynthesis,,,,496
virulence-associated effector SrfA,,non_amr_virulence,,,,497
bicyclomycin/multidrug efflux system,,antibiotic_resistance,,,,498
penicillin-binding protein,,antibiotic_resistance,,,,499
MULTISPECIES: antilisterial bacteriocin subtilosin biosynthesis protein AlbD,,non_amr_antibiotic_biosynthesis,,,,500
putative glycosyltransferase involved in biofilm formation,,non_amr_virulence,,,,501
aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,,antibiotic_resistance,,,,502
MULTISPECIES: ErmCL family antibiotic resistance leader peptide,,antibiotic_resistance,,,,503
bacteriocin immunity family protein,,antibiotic_resistance,,,,504
antirepressor-like protein,,unknown,,,,505
bacteriophage antitermination protein Q,,non_amr_virulence,,,,506
bacterial microcompartment protein,,unknown,,,,507
exporter of polyketide antibiotics-like protein,,non_amr_transport,,,,508
"involved in spore cortex synthesis (stage V sporulation, conserved in non sporulating bacteria",,unknown,,,,509
virulence factor,,non_amr_virulence,,,,510
MULTISPECIES: biofilm/acid-resistance regulator AriR,,non_amr_virulence,,,,511
MULTISPECIES: oxytetracycline resistance efflux MFS transporter OtrB,,antibiotic_resistance,,,,512
biofilm forming exported protein,,non_amr_virulence,,,,513
multiple resistance and pH regulation protein F,,antibiotic_resistance,,,,514
quorum-sensing response regulator AgrA,,non_amr_virulence,,,,515
heat-inducible lipoprotein involved in novobiocin resistance,,antibiotic_resistance,,,,516
MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(Q),,antibiotic_resistance,,,,517
MULTISPECIES: polyketide antibiotic transporter,,non_amr_transport,,,,518
amonabactin biosynthesis glycine adenylation protein AmoH,,non_amr_antibiotic_biosynthesis,,,,519
MULTISPECIES: resistance to Congo red protein,,antibiotic_resistance,,,,520
MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(O),,antibiotic_resistance,,,,521
flagellar biosynthesis repressor FlbT,,non_amr_virulence,,,,522
"peptide antibiotic transporter SbmA, partial",,antibiotic_resistance,,,,523
immunity repressor protein,,unknown,,,,524
aminoglycoside nucleotidyltransferase ANT(9),,antibiotic_resistance,,,,525
bacteriocin BlpI,,non_amr_antibiotic_biosynthesis,,,,526
MULTISPECIES: bacteriocin biosynthesis protein,,non_amr_antibiotic_biosynthesis,,,,527
arsinothricin resistance N-acetyltransferase ArsN1 family B,,antibiotic_resistance,,,,528
plasmid SOS inhibition protein A,,non_amr_virulence,,,,529
aminoglycoside adenylyltransferase,,antibiotic_resistance,,,,530
MULTISPECIES: antibiotic transporter permease,,ambiguous,,,,531
enterobactin synthetase,,non_amr_antibiotic_biosynthesis,,,,532
MULTISPECIES: carbapenem biosynthesis transcriptional regulator CarR,,non_amr_antibiotic_biosynthesis,,,,533
antirestriction protein,,unknown,,,,534
putative toxin of a toxin antitoxin system,,non_amr_virulence,,,,535
MULTISPECIES: bacitracin resistance protein BacA,,antibiotic_resistance,,,,536
biofilm-associated metzincin protease inhibitor BamI,,non_amr_virulence,,,,537
biofilm regulation phosphoprotein SiaC,,non_amr_virulence,,,,538
major biofilm matrix component,,non_amr_virulence,,,,539
antiviral RADAR system adenosine deaminase RdrB,,non_amr_virulence,,,,540
penicillin-binding enzyme for formation of rod-shaped peptidoglycan cell wall,,unknown,,,,541
hemin-binding outer membrane protein associated with biofilm formation (hmsH),,non_amr_virulence,,,,542
bacteriocin biosynthesis cyclodehydratase,,non_amr_antibiotic_biosynthesis,,,,543
"efflux protein for bacilysin excretion, self-protection against bacilysin",,antibiotic_resistance,,,,544
vancomycin resistance histidine kinase VanS-O,,antibiotic_resistance,,,,545
transcriptional activator of quorum sensing autoinducer synthesis transcription regulator protein,,non_amr_virulence,,,,546
"MULTISPECIES: TipAS antibiotic-recognition domain-containing protein, partial",,antibiotic_resistance,,,,547
aminoglycoside adenyltransferase,,antibiotic_resistance,,,,548
toxin production/motility transcriptional repressor RstA,,non_amr_virulence,,,,549
MULTISPECIES: chloramphenicol resistance leader peptide,,antibiotic_resistance,,,,550
"bacteriocin, partial",,non_amr_antibiotic_biosynthesis,,,,551
MULTISPECIES: T6SS effector antibacterial DNase,,non_amr_virulence,,,,552
"macrolide-inactivating glycosyltransferase, partial",,antibiotic_resistance,,,,553
aminoglycoside adenylyltransferase (plasmid),,antibiotic_resistance,,,,554
multidrug resistance ABC transporter ATP-binding protein/permease BmrD,,antibiotic_resistance,,,,555
macrolide-efflux protein,,antibiotic_resistance,,,,556
MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(T),,antibiotic_resistance,,,,557
phage antirepressor KilAC domain-containing protein,,non_amr_virulence,,,,558
putative glycosyl transferase involved in biofilm matrix formation,,non_amr_virulence,,,,559
MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M),,antibiotic_resistance,,,,560
"thiopeptide-type bacteriocin biosynthesis protein, partial",,non_amr_antibiotic_biosynthesis,,,,561
penicillin- binding protein,,antibiotic_resistance,,,,562
daunorubicin resistance ATP-binding protein,,antibiotic_resistance,,,,563
MULTISPECIES: fusidic acid resistance EF-G-binding protein FusF,,antibiotic_resistance,,,,564
penicillin-binding protein 2A,,antibiotic_resistance,,,,565
beta-lactamase inhibitory protein BLIP,,antibiotic_resistance,,,,566
enhanced entry virulence factor RtxA,,non_amr_virulence,,,,567
biofilm formation protein PslB,,non_amr_virulence,,,,568
(5R)-carbapenem-3-carboxylate synthase,,non_amr_antibiotic_biosynthesis,,,,569
penicillin-binding endopeptidase X (lysozyme resistance),,antibiotic_resistance,,,,570
FosM family fosfomycin resistance protein,,antibiotic_resistance,,,,571
putative antitoxin,,unknown,,,,572
microcin C7 resistance protein MccF-like protein,,antibiotic_resistance,,,,573
biofilm-regulating peptide BriC,,non_amr_virulence,,,,574
virulence-associated protein C,,non_amr_virulence,,,,575
enediyne antibiotic chromoprotein,,non_amr_antibiotic_biosynthesis,,,,576
bifunctional penicillin-binding protein 1C,,antibiotic_resistance,,,,577
toxin of toxin-antitoxin system,,non_amr_virulence,,,,578
antibiotic peptide MccB17 maturation peptidase,,non_amr_antibiotic_biosynthesis,,,,579
MULTISPECIES: multidrug resistance efflux transporter family protein,,antibiotic_resistance,,,,580
penicillin-binding protein 7,,antibiotic_resistance,,,,581
"lysostaphin resistance A-like protein, partial",,antibiotic_resistance,,,,582
arsenic resistance protein arsH,,non_amr_metal_resistance,,,,583
MULTISPECIES: bacitracin resistance ABC transporter permease subunit BcrB,,antibiotic_resistance,,,,584
carbapenem-hydrolyzing class A beta-lactamase,,antibiotic_resistance,,,,585
MULTISPECIES: biofilm-forming protein,,non_amr_virulence,,,,586
anti protein,,ambiguous,,,,587
quinolinate synthetase A,,unknown,,,,588
quorum sensing protein,,non_amr_virulence,,,,589
monofunctional biosynthetic peptidoglycan transglycosylase,,unknown,,,,590
A1S_1983 family putative colistin resistance protein,,antibiotic_resistance,,,,591
MULTISPECIES: FosBx1 family fosfomycin resistance bacillithiol transferase,,antibiotic_resistance,,,,592
"antitoxin of toxin-antitoxin stability system, partial",,non_amr_virulence,,,,593
